onset,duration,description
1970-01-01 00:00:00.008811,11.144489950440526,BAD_
1970-01-01 00:01:14.728296,9.297532351321593,BAD_
1970-01-01 00:01:35.477268,0.9692576404185047,BAD_
1970-01-01 00:01:45.765598,1.0573719713656402,BAD_
1970-01-01 00:01:47.263542,1.022126238986786,BAD_
1970-01-01 00:01:56.609049,0.590366017345815,BAD_
1970-01-01 00:02:24.866832,16.409829295154196,BAD_
1970-01-01 00:03:40.950638,9.958389833425088,BAD_
1970-01-01 00:04:52.939575,5.665751479900848,BAD_
1970-01-01 00:06:01.769949,2.202643171806187,BAD_
